PIB,X1,X2,X3
2.842714416,0.373175344,-0.144109171,4
2.842714416,-0.330494541,-0.144109171,4
2.842714416,-0.525004129,-0.144109171,4
2.842714416,-0.778461676,-1.39059491,4
2.842714416,-0.679888845,-2.153369765,4
2.842714416,-0.942422554,-0.144109171,4
2.842714416,-0.693552227,-0.144109171,4
2.842714416,-0.697456078,-0.144109171,4
2.842714416,-0.451513835,-0.144109171,4
2.842714416,-0.006474881,-0.144109171,4
2.842714416,-0.776509067,-1.39059491,4
2.842714416,-0.28267246,-2.113003316,5
2.842714416,0.184814127,-0.074085739,5
2.842714416,-0.252417417,-0.074085739,5
2.842714416,-0.094311145,-0.074085739,5
2.842714416,-0.030873268,-0.074085739,5
2.842714416,0.263867409,-0.074085739,5
2.842714416,-0.122614458,-1.338969792,5
2.842714416,-0.046488771,-2.113003316,5
2.842714416,-0.508119874,-0.074085739,5
2.842714416,-0.493480139,-0.074085739,5
2.842714416,-0.103387892,-0.074085739,5
2.842714416,0.566415985,-0.074085739,5
2.842714416,0.111617305,-0.074085739,5
2.842714416,-0.20264302,-1.338969792,5
2.842714416,0.00230937,-2.113003316,5
2.842714416,-0.364653533,-0.074085739,5
2.842714416,-0.86337015,-0.074085739,5
2.842714416,-1.037091827,-0.074085739,5
2.842714416,-0.904360394,-0.074085739,5
2.842714416,-0.653830637,-0.074085739,5
2.842714416,-1.141518971,-2.113003316,5
2.842714416,-1.286938117,-2.113003316,5
2.842714416,-0.763822136,-0.074085739,5
2.842714416,-0.379292683,-0.074085739,5
2.842714416,0.222877068,-0.074085739,5
2.842714416,0.093073816,-0.074085739,5
2.842714416,-1.080033313,-0.074085739,5
2.842714416,-1.293769759,-1.338969792,5
2.842714416,-0.403691656,-2.113003316,5
2.842714416,-0.383196534,-0.074085739,5
2.842714416,-0.768701755,-0.074085739,5
2.842714416,-0.993368497,0.030949409,6
2.842714416,-1.440164281,0.030949409,6
2.842714416,-1.33378404,0.030949409,6
2.842714416,-0.957062289,-1.261532114,6
2.842714416,-1.212764648,-2.052453643,6
2.842714416,-0.640850526,0.030949409,6
2.842714416,-0.702336282,0.030949409,6
2.842714416,-0.727711414,0.030949409,6
2.842714416,-0.875081899,0.030949409,6
2.842714416,-1.050754818,0.030949409,6
2.842714416,-1.281082047,-1.261532114,6
2.842714416,-1.82566921,-2.052453643,6
2.842714416,-0.572533616,0.030949409,6
2.842714416,-1.101505374,0.030949409,6
2.842714416,-0.849706475,0.030949409,6
2.842714416,-0.93168745,0.030949409,6
2.842714416,-0.472008956,0.030949409,6
2.842714416,-0.834091655,-1.261532114,6
2.842714416,-1.970111611,-2.052453643,6
2.842714416,-1.908626343,0.030949409,6
2.842714416,-1.84645712,0.030949409,6
2.842714416,-1.796390422,0.030949409,6
2.842714416,-1.040995092,0.030949409,6
2.842714416,-1.200077327,0.030949409,6
2.842714416,-0.678913077,-1.261532114,6
2.842714416,-1.548496156,-2.052453643,6
2.842714416,-1.964255736,-2.052453643,6
2.842714416,-1.925217614,0.030949409,6
2.842714416,-0.957062484,0.030949409,6
2.842714416,-1.669515351,0.030949409,6
2.665317404,-1.929414049,0.030949409,7
2.665317404,-2.666948978,-1.261532114,7
2.665317404,-2.767473028,-2.052453643,7
2.665317404,-1.806150138,0.030949409,7
2.665317404,-1.083937847,0.030949409,7
2.665317404,-1.219596779,0.030949409,7
2.665317404,-0.484696864,0.030949409,7
2.665317404,-0.655490262,0.030949409,7
2.665317404,-0.285599665,-1.261532114,7
2.665317404,-0.431018713,-2.052453643,7
2.665317404,-0.386124422,0.030949409,7
2.665317404,-0.995125327,0.030949409,7
2.665317404,-1.120048082,0.030949409,7
2.665317404,-1.406004996,0.030949409,7
2.665317404,-1.537760369,0.030949409,7
2.665317404,-1.740760648,-2.052453643,7
2.665317404,-1.052707622,-2.052453643,7
2.665317404,-0.817500092,0.030949409,7
2.665317404,-1.360135329,0.030949409,7
2.665317404,-0.654513616,0.030949409,7
2.665317404,-1.333784723,0.030949409,7
2.665317404,-1.543616049,0.030949409,7
2.665317404,-1.959376303,-1.261532114,7
2.665317404,-1.418692904,-2.052453643,7
2.665317404,-1.196173768,0.030949409,7
2.665317404,-1.375750539,0.030949409,7
2.665317404,-0.914120022,0.030949409,7
2.665317404,-0.417355038,0.030949409,7
2.665317404,-0.723807855,0.030949409,7
2.665317404,-0.710144571,-1.261532114,7
2.665317404,-0.784316965,-2.052453643,7
2.665317404,-0.948279111,-0.004062307,8
2.665317404,-1.511409568,-0.004062307,8
2.665317404,-0.454441528,-0.004062307,8
2.665317404,-0.423210717,-0.004062307,8
2.665317404,-0.414427247,-0.004062307,8
2.665317404,-0.156772474,-1.287344673,8
2.665317404,-0.061128214,-2.072636867,8
2.665317404,-0.718927455,-0.004062307,8
2.665317404,-1.048802697,-0.004062307,8
2.665317404,-1.035139608,-0.004062307,8
2.665317404,-0.540326257,-0.004062307,8
2.665317404,-1.147375139,-0.004062307,8
2.665317404,-0.334398002,-1.287344673,8
2.665317404,-0.280720144,-2.072636867,8
2.665317404,-0.279744083,-2.072636867,8
2.665317404,-0.254368952,-0.004062307,8
2.665317404,-0.516902954,-0.004062307,8
2.665317404,-0.76089454,-0.004062307,8
2.665317404,-1.007812649,-0.004062307,8
2.665317404,-1.739784383,-1.287344673,8
2.665317404,-1.494817917,-2.072636867,8
2.665317404,-0.64377822,-0.004062307,8
2.665317404,-0.502263707,-0.004062307,8
2.665317404,-0.431994188,-0.004062307,8
2.665317404,-0.566677156,-0.004062307,8
2.665317404,-1.050754721,-0.004062307,8
2.665317404,-1.745640355,-1.287344673,8
2.665317404,-0.819451432,-2.072636867,8
2.665317404,-0.471033189,-0.004062307,8
2.665317404,-0.549109923,-0.004062307,8
2.665317404,-1.406981155,-0.004062307,8
2.665317404,-1.717337228,0.18850213,9
2.665317404,-0.717951785,0.18850213,9
2.665317404,-0.357821208,-1.145375598,9
2.665317404,-0.394907893,-1.961629133,9
2.665317404,-1.046850782,0.18850213,9
2.665317404,-1.206908803,0.18850213,9
2.665317404,-0.551061653,0.18850213,9
2.665317404,-0.299263242,0.18850213,9
2.665317404,-0.384172204,0.18850213,9
2.665317404,-0.650609764,-1.145375598,9
2.665317404,-0.648657839,-1.961629133,9
2.665317404,-0.333422137,0.18850213,9
2.665317404,-0.549110215,0.18850213,9
2.665317404,-0.734542666,0.18850213,9
2.665317404,-0.987317722,0.18850213,9
2.665317404,-0.383196436,0.18850213,9
2.665317404,-0.137253607,-1.145375598,9
2.665317404,-0.117734156,-1.961629133,9
2.665317404,-0.352941296,-1.961629133,9
2.665317404,-0.104070774,0.18850213,9
2.665317404,-0.442730267,0.18850213,9
2.665317404,-0.569604947,0.18850213,9
2.665317404,0.497121941,0.18850213,9
2.665317404,0.167246796,-1.145375598,9
2.665317404,-0.458345574,-1.961629133,9
2.665317404,-0.545205876,0.18850213,9
2.665317404,0.002309468,0.18850213,9
2.665317404,0.271674526,0.18850213,9
2.665317404,0.148703893,0.18850213,9
2.665317404,-0.232897575,0.18850213,9
2.892152928,-0.592051897,-1.132469318,10
2.892152928,-0.26998426,-1.95153752,10
2.892152928,-0.47591232,0.206007988,10
2.892152928,-0.395883563,0.206007988,10
2.892152928,-0.784316477,0.206007988,10
2.892152928,-0.222161983,0.206007988,10
2.892152928,-0.694527994,0.206007988,10
2.892152928,-0.771629156,-1.132469318,10
2.892152928,-0.743326038,-1.95153752,10
2.892152928,-0.605715376,-1.95153752,10
2.892152928,0.056963387,0.206007988,10
2.892152928,-0.150916697,0.206007988,10
2.892152928,-0.781388686,0.206007988,10
2.892152928,-0.860441676,0.206007988,10
2.892152928,-1.019523715,-1.132469318,10
2.892152928,-0.901432407,-1.95153752,10
2.892152928,-0.598883832,0.206007988,10
2.892152928,-0.324637983,0.206007988,10
2.892152928,0.374151112,0.206007988,10
2.892152928,0.236540743,0.206007988,10
2.892152928,0.020852762,0.206007988,10
2.892152928,-0.060152251,-1.132469318,10
2.892152928,0.24337219,-1.95153752,10
2.892152928,0.560560208,0.206007988,10
2.892152928,0.682555562,0.206007988,10
2.892152928,0.91190673,0.206007988,10
2.892152928,1.55701826,0.206007988,10
2.892152928,0.442468705,0.206007988,10
2.892152928,0.136016376,-1.132469318,10
2.892152928,-0.085527285,-1.95153752,10
2.892152928,-0.657441309,-1.95153752,10
2.892152928,-0.836042702,-1.921262684,11
2.892152928,-0.56374878,0.258525562,11
2.892152928,0.313641611,0.258525562,11
2.892152928,0.708906558,0.258525562,11
2.892152928,0.557632319,-1.093750479,11
2.892152928,0.687435279,-1.921262684,11
2.892152928,0.186766638,0.258525562,11
2.892152928,0.063795322,0.258525562,11
2.892152928,0.025732576,0.258525562,11
2.892152928,0.012068999,0.258525562,11
2.892152928,0.174079024,0.258525562,11
2.892152928,-0.134325329,-1.093750479,11
2.892152928,-0.212987933,-1.921262684,11
2.892152928,0.165295261,0.258525562,11
2.892152928,-0.345133593,0.258525562,11
2.892152928,-0.352941003,0.258525562,11
2.892152928,0.696219042,0.258525562,11
2.892152928,1.202743752,0.258525562,11
2.892152928,0.650348789,-1.093750479,11
2.892152928,1.13345039,-1.921262684,11
2.892152928,2.453928102,0.258525562,11
2.892152928,0.859204835,0.258525562,11
2.892152928,0.857252909,0.258525562,11
2.892152928,0.600574782,0.258525562,11
2.892152928,0.656204566,0.258525562,11
2.892152928,0.669868045,-1.093750479,11
2.892152928,0.524449583,-1.921262684,11
2.892152928,1.121738739,0.258525562,11
2.892152928,1.846879221,0.258525562,11
2.892152928,1.3091237,0.258525562,11
2.892152928,1.114907097,0.346054852,12
2.892152928,1.182248434,0.346054852,12
2.892152928,0.604478535,-1.029219081,12
2.892152928,0.092097951,-1.870804622,12
2.892152928,0.027684404,0.346054852,12
2.892152928,0.276555121,0.346054852,12
2.892152928,1.060253276,0.346054852,12
2.892152928,1.731715607,-1.870804622,12
2.892152928,1.000719445,0.346054852,12
2.892152928,0.91971453,-1.029219081,12
2.892152928,0.788935511,-1.870804622,12
2.892152928,0.473699516,0.346054852,12
2.892152928,0.216045328,0.346054852,12
2.892152928,0.702074721,0.346054852,12
2.892152928,1.101243617,0.346054852,12
2.892152928,0.520545732,0.346054852,12
2.892152928,0.902147199,-1.029219081,12
2.892152928,0.511762066,-1.870804622,12
2.892152928,0.518593611,0.346054852,12
2.892152928,0.374151307,0.346054852,12
2.892152928,0.161391214,0.346054852,12
2.892152928,0.308761797,0.346054852,12
2.892152928,0.552752505,0.346054852,12
2.892152928,0.348776078,-1.029219081,12
2.892152928,0.001138313,-1.870804622,12
2.892152928,0.518984191,0.346054852,12
2.892152928,1.282772509,0.346054852,12
2.892152928,2.405129961,0.346054852,12
2.892152928,1.859566738,0.346054852,12
2.892152928,0.966560746,0.346054852,12
2.892152928,0.968512672,-1.029219081,12
2.631406168,0.633757323,-1.901079459,1
2.631406168,0.813334582,0.293537278,1
2.631406168,0.511762066,0.293537278,1
2.631406168,0.511761969,0.293537278,1
2.631406168,0.706954633,0.293537278,1
2.631406168,0.708906461,0.293537278,1
2.631406168,1.230070711,-1.06793792,1
2.631406168,1.152969647,-1.901079459,1
2.631406168,0.617166052,0.293537278,1
2.631406168,0.295098122,0.293537278,1
2.631406168,0.371808899,0.293537278,1
2.631406168,0.866719748,0.293537278,1
2.631406168,1.343282399,0.293537278,1
2.631406168,0.976320374,-1.06793792,1
2.631406168,0.889459682,-1.901079459,1
2.631406168,0.393670661,0.293537278,1
2.631406168,1.009503111,0.293537278,1
2.631406168,1.003647236,0.293537278,1
2.631406168,1.305219849,0.293537278,1
2.631406168,1.436974831,0.293537278,1
2.631406168,1.682917465,-1.06793792,1
2.631406168,1.816624373,-1.901079459,1
2.631406168,1.5296913,0.293537278,1
2.631406168,1.36768147,0.293537278,1
2.631406168,2.42562518,0.293537278,1
2.631406168,2.92531815,0.293537278,1
2.631406168,2.326076971,0.293537278,1
2.631406168,1.965946686,-1.06793792,1
2.631406168,1.189080272,-1.901079459,1
2.631406168,1.164681201,0.293537278,1
2.631406168,1.156873401,0.293537278,1
2.631406168,1.113931134,0.258525562,2
2.631406168,0.77917598,0.258525562,2
2.631406168,1.018286776,0.258525562,2
2.631406168,1.137354242,-1.093750479,2
2.631406168,1.059277313,-1.921262684,2
2.631406168,1.214455306,0.258525562,2
2.631406168,0.97144056,0.258525562,2
2.631406168,1.041709884,0.258525562,2
2.631406168,0.989007891,0.258525562,2
2.631406168,0.218387737,0.258525562,2
2.631406168,0.001138313,-1.093750479,2
2.631406168,0.001138313,-1.921262684,2
2.631406168,0.001138313,0.258525562,2
2.631406168,1.493580676,0.258525562,2
2.631406168,1.350114139,0.258525562,2
2.631406168,0.982176151,0.258525562,2
2.631406168,-0.004522369,0.258525562,2
2.631406168,0.845541355,-1.093750479,2
2.631406168,1.320835254,-1.921262684,2
2.631406168,1.788321451,0.258525562,2
2.631406168,1.921052396,0.258525562,2
2.631406168,2.007913088,0.258525562,2
2.631406168,2.2255528,0.258525562,2
2.631406168,2.351452005,0.258525562,2
2.631406168,2.288990384,-1.093750479,2
2.631406168,1.809792633,-1.921262684,2
2.631406168,1.018286776,0.258525562,2
2.631406168,0.715738298,0.258525562,2
2.631406168,0.707930596,0.170996272,3
2.631406168,0.702074819,0.170996272,3
2.631406168,0.5371371,0.170996272,3
2.631406168,0.494194735,-1.158281877,3
2.631406168,0.3692712,-1.971720745,3
2.631406168,0.46296373,0.170996272,3
2.631406168,0.512737932,0.170996272,3
2.631406168,0.668892082,0.170996272,3
2.631406168,0.25117999,0.170996272,3
2.631406168,0.300954095,0.170996272,3
2.631406168,0.040372018,-1.158281877,3
2.631406168,0.297050341,-1.971720745,3
2.631406168,1.065132895,0.170996272,3
2.631406168,1.107099394,0.170996272,3
2.631406168,0.549824519,0.170996272,3
2.631406168,0.98510404,0.170996272,3
2.631406168,0.708906558,0.170996272,3
2.631406168,0.476627404,-1.158281877,3
2.631406168,0.88165198,-1.971720745,3
2.631406168,0.977296337,0.170996272,3
2.631406168,1.193960086,0.170996272,3
2.631406168,1.460397939,0.170996272,3
2.631406168,0.865060612,0.170996272,3
2.631406168,0.232636501,0.170996272,3
2.631406168,0.812358619,-1.158281877,3
2.631406168,0.625949718,-1.971720745,3
2.631406168,0.493218773,0.170996272,3
2.631406168,0.282410801,0.170996272,3
2.631406168,0.374151307,0.170996272,3
2.631406168,0.390742675,0.170996272,3
2.631406168,0.247276334,0.170996272,3
2.530316168,0.175054987,-1.184094436,4
2.530316168,0.459060073,-1.991903969,4
2.530316168,0.34682425,0.135984556,4
2.530316168,0.397574415,0.135984556,4
2.530316168,0.564464059,0.135984556,4
2.530316168,0.115521156,0.135984556,4
2.530316168,-0.500311391,0.135984556,4
2.530316168,-0.321710192,-1.184094436,4
2.530316168,0.304858336,-1.991903969,4
2.530316168,0.131136659,0.135984556,4
2.530316168,0.151631781,0.135984556,4
2.530316168,0.226780822,0.135984556,4
2.530316168,0.237516511,0.135984556,4
2.530316168,0.240444399,-1.991903969,4
2.530316168,0.862132723,-1.991903969,4
2.530316168,0.724521769,-1.991903969,4
2.530316168,0.752824496,0.135984556,4
2.530316168,0.618141917,0.135984556,4
2.530316168,0.758680663,-1.991903969,4
2.530316168,0.337064719,0.135984556,4
2.530316168,0.217997254,0.135984556,4
2.530316168,0.041348079,-1.184094436,4
2.530316168,-0.265104543,-1.991903969,4
2.530316168,-0.192883098,0.135984556,4
2.530316168,-0.432969858,0.135984556,4
2.530316168,-0.029897501,0.135984556,4
2.530316168,0.623021829,0.135984556,4
2.530316168,0.655228603,0.135984556,4
2.530316168,0.195550109,-1.184094436,4
2.530316168,0.506882252,-1.991903969,4
2.530316168,0.487362996,-1.971720745,5
2.530316168,0.096978058,0.170996272,5
2.530316168,-0.454441138,0.170996272,5
2.530316168,0.718666187,0.170996272,5
2.530316168,0.733305629,0.170996272,5
2.530316168,0.2062857,-1.158281877,5
2.530316168,-0.046488674,-1.971720745,5
2.530316168,-0.226066225,0.170996272,5
2.530316168,-0.235825853,0.170996272,5
2.530316168,-0.413450699,0.170996272,5
2.530316168,-0.104070481,0.170996272,5
2.530316168,0.435636965,0.170996272,5
2.530316168,0.587887167,-1.158281877,5
2.530316168,-0.145061017,-1.971720745,5
2.530316168,-0.309998736,0.170996272,5
2.530316168,-0.377339879,0.170996272,5
2.530316168,-0.452489212,0.170996272,5
2.530316168,-1.205932421,0.170996272,5
2.530316168,-1.568014631,0.170996272,5
2.530316168,-1.124927701,-1.158281877,5
2.530316168,-0.341229839,-1.971720745,5
2.530316168,-0.664956418,0.170996272,5
2.530316168,-1.687082097,0.170996272,5
2.530316168,-2.217030012,0.170996272,5
2.530316168,-2.224837715,0.170996272,5
2.530316168,-1.477250186,0.170996272,5
2.530316168,-1.260586534,-1.158281877,5
2.530316168,-1.519216587,-1.971720745,5
2.530316168,-1.337687501,0.170996272,5
2.530316168,-1.108335747,0.170996272,5
2.530316168,-0.521782671,0.170996272,5
2.530316168,-0.619378759,0.18850213,6
2.530316168,-1.323047961,0.18850213,6
2.530316168,-0.952182182,-1.145375598,6
2.530316168,-1.606077182,-1.961629133,6
2.530316168,-1.512384848,0.18850213,6
2.530316168,-0.605715474,0.18850213,6
2.530316168,-0.715999079,0.18850213,6
2.530316168,-1.450899384,0.18850213,6
2.530316168,-0.412474833,0.18850213,6
2.530316168,-0.467128654,-1.145375598,6
2.530316168,-1.784678478,-1.961629133,6
2.530316168,-1.487985777,0.18850213,6
2.530316168,-0.755037592,0.18850213,6
2.530316168,-0.618402893,0.18850213,6
2.530316168,-0.175315767,0.18850213,6
2.530316168,-1.395269308,0.18850213,6
2.530316168,-1.867635416,-1.145375598,6
2.530316168,-2.396607174,-1.961629133,6
2.530316168,-2.203366533,0.18850213,6
2.530316168,-1.903745943,0.18850213,6
2.530316168,-0.725759,0.18850213,6
2.530316168,-0.339277621,0.18850213,6
2.530316168,-1.011715915,0.18850213,6
2.530316168,-1.054658279,-1.145375598,6
2.530316168,-0.253393087,-1.961629133,6
2.530316168,-0.553013579,-1.961629133,6
2.530316168,-0.437849672,0.18850213,6
2.530316168,-0.630114838,0.18850213,6
2.530316168,-0.181171544,0.18850213,6
2.530316168,-0.247537212,0.18850213,6
2.389430276,-0.139205143,-1.158281877,7
2.389430276,-0.444681509,-1.971720745,7
2.389430276,-0.237777486,0.170996272,7
2.389430276,-0.841898187,0.170996272,7
2.389430276,-1.062465982,0.170996272,7
2.389430276,-1.108336333,0.170996272,7
2.389430276,-1.664635049,0.170996272,7
2.389430276,-0.939494568,-1.158281877,7
2.389430276,-1.583630232,-1.971720745,7
2.389430276,-2.006221943,0.170996272,7
2.389430276,-2.331217664,0.170996272,7
2.389430276,-1.508480899,0.170996272,7
2.389430276,-0.984388565,0.170996272,7
2.389430276,-1.238139292,0.170996272,7
2.389430276,-1.992558854,-1.158281877,7
2.389430276,-2.38489562,-1.971720745,7
2.389430276,-1.64316377,0.170996272,7
2.389430276,-2.089178881,0.170996272,7
2.389430276,-1.266442116,0.170996272,7
2.389430276,-0.197762913,0.170996272,7
2.389430276,-0.265104348,0.170996272,7
2.389430276,-0.539349904,-1.158281877,7
2.389430276,-0.913143961,-1.971720745,7
2.389430276,-0.872153327,0.170996272,7
2.389430276,-0.772605021,0.170996272,7
2.389430276,-0.731614582,0.170996272,7
2.389430276,-0.391003651,0.170996272,7
2.389430276,-0.779436761,0.170996272,7
2.389430276,-1.679274394,-1.158281877,7
2.389430276,-1.192269136,-1.971720745,7
2.389430276,-1.239115352,0.170996272,7
2.389430276,-1.130783478,0.328548994,8
2.389430276,-1.272298088,0.328548994,8
2.389430276,-1.444067352,0.328548994,8
2.389430276,-0.98926877,0.328548994,8
2.389430276,-0.739422089,-1.042125361,8
2.389430276,-0.60766779,-1.880896235,8
2.389430276,-0.816523251,0.328548994,8
2.389430276,-0.459321049,0.328548994,8
2.389430276,-0.51397487,0.328548994,8
2.389430276,-0.992196463,0.328548994,8
2.389430276,-0.98438876,0.328548994,8
2.389430276,-0.964869601,-1.042125361,8
2.389430276,-0.829210865,-1.880896235,8
2.389430276,-0.734541885,0.328548994,8
2.389430276,-0.609618837,-1.880896235,8
2.389430276,-1.259610376,0.328548994,8
2.389430276,-0.41149887,0.328548994,8
2.389430276,-0.602787488,0.328548994,8
2.389430276,-1.118095863,-1.042125361,8
2.389430276,-1.252778637,-1.880896235,8
2.389430276,-1.305480727,0.328548994,8
2.389430276,-0.918023678,0.328548994,8
2.389430276,-1.135663097,0.328548994,8
2.389430276,-0.895576338,0.328548994,8
2.389430276,-0.880936993,0.328548994,8
2.389430276,-0.668177291,-1.042125361,8
2.389430276,-1.066369833,-1.880896235,8
2.389430276,-1.41674049,0.328548994,8
2.389430276,-1.466514497,0.328548994,8
2.389430276,-1.623644513,0.328548994,8
2.389430276,-1.073201378,0.328548994,8
2.389430276,-0.626210498,0.36356071,9
2.389430276,-0.784316477,-1.016312801,9
2.389430276,-1.175677866,-1.86071301,9
2.389430276,-1.518240722,0.36356071,9
2.389430276,-1.263514325,0.36356071,9
2.389430276,-1.016595729,0.36356071,9
2.389430276,-1.714409251,0.36356071,9
2.389430276,-1.276201842,0.36356071,9
2.389430276,-1.101504398,-1.016312801,9
2.389430276,-1.570942813,-1.86071301,9
2.389430276,-0.84580194,0.36356071,9
2.389430276,-1.041970958,0.36356071,9
2.389430276,-1.033186999,0.36356071,9
2.389430276,-1.116143645,0.36356071,9
2.389430276,-1.06246608,0.36356071,9
2.389430276,-0.448585361,-1.016312801,9
2.389430276,-0.536421918,-1.86071301,9
2.389430276,-0.933638693,-1.86071301,9
2.389430276,-0.696479822,-1.86071301,9
2.389430276,-0.757965676,0.36356071,9
2.389430276,-0.937542739,0.36356071,9
2.389430276,-0.430042067,0.36356071,9
2.389430276,-0.588147948,-1.016312801,9
2.389430276,-0.382219888,-1.86071301,9
2.389430276,-0.954134108,0.36356071,9
2.389430276,-0.526662387,0.36356071,9
2.389430276,-0.296335061,0.36356071,9
2.389430276,-0.420282634,0.36356071,9
2.389430276,-0.745277964,0.36356071,9
2.389430276,-0.254368659,-1.016312801,9
2.637191939,-0.386123544,-1.668972377,10
2.637191939,-0.627187047,0.696172012,10
2.637191939,-0.316830476,0.696172012,10
2.637191939,-0.337325598,0.696172012,10
2.637191939,-0.464200571,0.696172012,10
2.637191939,-0.362700534,0.696172012,10
2.637191939,-0.873129193,-0.771093489,10
2.637191939,-0.46810452,-1.668972377,10
2.637191939,-0.700383771,-1.668972377,10
2.637191939,-0.941446786,0.696172012,10
2.637191939,-0.24168124,0.696172012,10
2.637191939,0.062819261,0.696172012,10
2.637191939,-0.02013758,0.696172012,10
2.637191939,0.324377203,-0.771093489,10
2.637191939,0.58886313,-1.668972377,10
2.637191939,-0.128469552,0.696172012,10
2.637191939,-0.406618959,0.696172012,10
2.637191939,-0.317806731,0.696172012,10
2.637191939,-0.665249207,0.696172012,10
2.637191939,-0.351964943,0.696172012,10
2.637191939,-0.272912051,-0.771093489,10
2.637191939,-0.183123373,-1.668972377,10
2.637191939,-0.305118922,0.696172012,10
2.637191939,-0.150916794,0.696172012,10
